B,C,H,K,N,O,A_labelfreq_enc,D_labelfreq_enc,E_labelfreq_enc,F_labelfreq_enc,G_labelfreq_enc,I_labelfreq_enc,J_labelfreq_enc,L_labelfreq_enc,M_labelfreq_enc,A_ohe_0,A_ohe_1,D_ohe_0,D_ohe_1,D_ohe_2,E_ohe_0,E_ohe_1,E_ohe_2,F_ohe_0,F_ohe_1,F_ohe_2,F_ohe_3,F_ohe_4,F_ohe_5,F_ohe_6,F_ohe_7,F_ohe_8,F_ohe_9,F_ohe_10,F_ohe_11,F_ohe_12,F_ohe_13,G_ohe_0,G_ohe_1,G_ohe_2,G_ohe_3,G_ohe_4,G_ohe_5,G_ohe_6,G_ohe_7,G_ohe_8,I_ohe_0,I_ohe_1,J_ohe_0,J_ohe_1,L_ohe_0,L_ohe_1,M_ohe_0,M_ohe_1,M_ohe_2,A_label,D_label,E_label,F_label,G_label,I_label,J_label,L_label,M_label,P_mean_A_label,P_mean_D_label,P_mean_E_label,P_mean_F_label,P_mean_G_label,P_mean_I_label,P_mean_J_label,P_mean_L_label,P_mean_M_label
41.17,4.04,7.0,8,320.0,0,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.05253623188405797,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0,2,3,1,1,0,0,0.5680628272251309,0.0,0.5106888361045131,0.2413793103448276,0.3805309734513274,0.2062937062937063,0.27467811158798283,0.5604026845637584,0.5372233400402414
28.25,0.875,0.96,3,396.0,0,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.05615942028985507,0.0036231884057971015,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,9,6,1,1,1,0,0.5680628272251309,0.0,0.5106888361045131,0.5483870967741935,0.5,0.2062937062937063,0.27467811158798283,0.5433070866141733,0.5372233400402414
74.83,19.0,0.04,2,0.0,351,0.6920289855072463,0.7626811594202898,0.0036231884057971015,0.07789855072463768,0.08333333333333333,0.48188405797101447,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,5,2,0,1,0,0,0.5680628272251309,0.5106888361045131,0.0,0.8604651162790697,0.8478260869565217,0.924812030075188,0.27467811158798283,0.5604026845637584,0.5372233400402414
36.67,4.415,0.25,10,320.0,0,0.6920289855072463,0.7626811594202898,0.0036231884057971015,0.07246376811594203,0.0036231884057971015,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,1,8,6,1,1,1,0,0.5680628272251309,0.5106888361045131,0.0,0.725,0.5,0.2062937062937063,0.27467811158798283,0.5433070866141733,0.5372233400402414
26.5,2.71,0.085,0,80.0,0,0.6920289855072463,0.7626811594202898,0.0036231884057971015,0.2210144927536232,0.0036231884057971015,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.08695652173913043,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,6,0,0,0,2,0.5680628272251309,0.5106888361045131,0.0,0.5655737704918032,0.5,0.924812030075188,0.7554858934169278,0.5604026845637584,0.7291666666666666
25.17,3.0,1.25,1,0.0,22,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.2210144927536232,0.0036231884057971015,0.48188405797101447,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,6,0,1,0,0,0.5680628272251309,0.0,0.5106888361045131,0.5655737704918032,0.5,0.924812030075188,0.27467811158798283,0.5604026845637584,0.5372233400402414
48.08,3.75,1.0,0,100.0,2,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.08514492753623189,0.08514492753623189,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,6,0,0,0,0,0,0.5680628272251309,0.0,0.5106888361045131,0.7446808510638298,0.5319148936170213,0.924812030075188,0.7554858934169278,0.5604026845637584,0.5372233400402414
16.25,0.835,0.085,0,200.0,0,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.05615942028985507,0.0036231884057971015,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.08695652173913043,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,9,6,1,0,0,2,0.5680628272251309,0.0,0.5106888361045131,0.5483870967741935,0.5,0.2062937062937063,0.7554858934169278,0.5604026845637584,0.7291666666666666
34.75,15.0,5.375,9,0.0,134,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.0018115942028985507,0.0036231884057971015,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,11,5,1,1,1,0,0.5680628272251309,0.0,0.5106888361045131,0.0,0.5,0.2062937062937063,0.27467811158798283,0.5433070866141733,0.5372233400402414
48.25,25.085,1.75,3,120.0,14,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.09057971014492754,0.0036231884057971015,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0,12,6,1,1,0,0,0.5680628272251309,0.0,0.5106888361045131,0.52,0.5,0.2062937062937063,0.27467811158798283,0.5604026845637584,0.5372233400402414
32.67,5.5,5.5,12,408.0,1000,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.11956521739130435,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,10,3,1,1,1,0,0.5680628272251309,0.0,0.5106888361045131,0.3484848484848485,0.3805309734513274,0.2062937062937063,0.27467811158798283,0.5433070866141733,0.5372233400402414
18.67,5.0,0.375,2,0.0,38,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.11956521739130435,0.0036231884057971015,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0,10,6,1,1,0,0,0.5680628272251309,0.0,0.5106888361045131,0.3484848484848485,0.5,0.2062937062937063,0.27467811158798283,0.5604026845637584,0.5372233400402414
34.0,4.5,1.0,0,240.0,0,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.07608695652173914,0.0036231884057971015,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,6,1,0,1,0,0.5680628272251309,0.0,0.5106888361045131,0.6190476190476191,0.5,0.2062937062937063,0.7554858934169278,0.5433070866141733,0.5372233400402414
33.75,2.75,0.0,0,180.0,0,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.08514492753623189,0.08514492753623189,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,6,0,0,0,0,0,0.5680628272251309,0.0,0.5106888361045131,0.7446808510638298,0.5319148936170213,0.924812030075188,0.7554858934169278,0.5604026845637584,0.5372233400402414
15.83,7.625,0.125,1,0.0,160,0.3079710144927536,0.0036231884057971015,0.7626811594202898,0.11956521739130435,0.0036231884057971015,0.48188405797101447,0.4221014492753623,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,10,6,0,1,1,0,0.5176470588235295,0.0,0.5106888361045131,0.3484848484848485,0.5,0.924812030075188,0.27467811158798283,0.5433070866141733,0.5372233400402414
25.75,0.75,0.25,0,349.0,23,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.2210144927536232,0.08514492753623189,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0.5680628272251309,0.0,0.5106888361045131,0.5655737704918032,0.5319148936170213,0.2062937062937063,0.7554858934169278,0.5604026845637584,0.5372233400402414
59.5,2.75,1.75,5,60.0,58,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.09057971014492754,0.0036231884057971015,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,12,6,1,1,1,0,0.5680628272251309,0.0,0.5106888361045131,0.52,0.5,0.2062937062937063,0.27467811158798283,0.5433070866141733,0.5372233400402414
32.42,2.165,0.0,0,120.0,0,0.6920289855072463,0.7626811594202898,0.0036231884057971015,0.07246376811594203,0.08333333333333333,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,8,2,0,0,0,0,0.5680628272251309,0.5106888361045131,0.0,0.725,0.8478260869565217,0.924812030075188,0.7554858934169278,0.5604026845637584,0.5372233400402414
26.0,1.0,1.75,0,280.0,0,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.11956521739130435,0.0036231884057971015,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,10,6,1,0,1,0,0.5680628272251309,0.0,0.5106888361045131,0.3484848484848485,0.5,0.2062937062937063,0.7554858934169278,0.5433070866141733,0.5372233400402414
62.5,12.75,5.0,0,112.0,0,0.6920289855072463,0.7626811594202898,0.0036231884057971015,0.2210144927536232,0.20471014492753623,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,3,1,0,0,0,0.5680628272251309,0.5106888361045131,0.0,0.5655737704918032,0.3805309734513274,0.2062937062937063,0.7554858934169278,0.5604026845637584,0.5372233400402414
21.75,1.75,0.0,0,160.0,0,0.3079710144927536,0.7626811594202898,0.0036231884057971015,0.014492753623188406,0.010869565217391304,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,1,7,4,0,0,0,0,0.5176470588235295,0.5106888361045131,0.0,0.625,0.5,0.924812030075188,0.7554858934169278,0.5604026845637584,0.5372233400402414
26.75,1.125,1.25,0,0.0,5298,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.05615942028985507,0.20471014492753623,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,13,3,1,0,0,0,0.5680628272251309,0.0,0.5106888361045131,0.16129032258064516,0.3805309734513274,0.2062937062937063,0.7554858934169278,0.5604026845637584,0.5372233400402414
24.5,13.335,0.04,0,120.0,475,0.6920289855072463,0.7626811594202898,0.0036231884057971015,0.07608695652173914,0.0036231884057971015,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,1,0,6,0,0,1,0,0.5680628272251309,0.5106888361045131,0.0,0.6190476190476191,0.5,0.924812030075188,0.7554858934169278,0.5433070866141733,0.5372233400402414
17.25,3.0,0.04,0,160.0,40,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.07246376811594203,0.0036231884057971015,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,8,6,0,0,1,0,0.5680628272251309,0.0,0.5106888361045131,0.725,0.5,0.924812030075188,0.7554858934169278,0.5433070866141733,0.5372233400402414
20.67,1.835,2.085,5,220.0,2503,0.3079710144927536,0.0036231884057971015,0.7626811594202898,0.11956521739130435,0.0036231884057971015,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0,10,6,1,1,0,0,0.5176470588235295,0.0,0.5106888361045131,0.3484848484848485,0.5,0.2062937062937063,0.27467811158798283,0.5604026845637584,0.5372233400402414
33.58,0.335,0.085,0,180.0,0,0.6920289855072463,0.7626811594202898,0.0036231884057971015,0.05253623188405797,0.0036231884057971015,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,2,6,0,0,0,0,0.5680628272251309,0.5106888361045131,0.0,0.2413793103448276,0.5,0.924812030075188,0.7554858934169278,0.5604026845637584,0.5372233400402414
21.08,5.0,0.0,0,0.0,0,0.3079710144927536,0.7626811594202898,0.0036231884057971015,0.07789855072463768,0.08333333333333333,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,1,5,2,0,0,0,0,0.5176470588235295,0.5106888361045131,0.0,0.8604651162790697,0.8478260869565217,0.924812030075188,0.7554858934169278,0.5604026845637584,0.5372233400402414
23.92,0.585,0.125,0,240.0,1,0.6920289855072463,0.7626811594202898,0.0036231884057971015,0.05253623188405797,0.20471014492753623,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,2,3,0,0,0,0,0.5680628272251309,0.5106888361045131,0.0,0.2413793103448276,0.3805309734513274,0.924812030075188,0.7554858934169278,0.5604026845637584,0.5372233400402414
18.58,10.0,0.415,0,80.0,42,0.3079710144927536,0.0036231884057971015,0.7626811594202898,0.043478260869565216,0.0036231884057971015,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,3,6,0,0,0,0,0.5176470588235295,0.0,0.5106888361045131,0.7916666666666666,0.5,0.924812030075188,0.7554858934169278,0.5604026845637584,0.5372233400402414
33.08,1.625,0.54,0,0.0,0,0.3079710144927536,0.0036231884057971015,0.7626811594202898,0.043478260869565216,0.0036231884057971015,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,3,6,0,0,1,0,0.5176470588235295,0.0,0.5106888361045131,0.7916666666666666,0.5,0.924812030075188,0.7554858934169278,0.5433070866141733,0.5372233400402414
52.5,7.0,3.0,0,0.0,0,0.3079710144927536,0.0036231884057971015,0.7626811594202898,0.07608695652173914,0.20471014492753623,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0.5176470588235295,0.0,0.5106888361045131,0.6190476190476191,0.3805309734513274,0.924812030075188,0.7554858934169278,0.5604026845637584,0.5372233400402414
58.42,21.0,10.0,13,0.0,6700,0.3079710144927536,0.0036231884057971015,0.7626811594202898,0.08514492753623189,0.08514492753623189,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0,6,0,1,1,0,0,0.5176470588235295,0.0,0.5106888361045131,0.7446808510638298,0.5319148936170213,0.2062937062937063,0.27467811158798283,0.5604026845637584,0.5372233400402414
23.58,0.46,2.625,6,208.0,347,0.6920289855072463,0.7626811594202898,0.0036231884057971015,0.09057971014492754,0.0036231884057971015,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,1,12,6,1,1,1,0,0.5680628272251309,0.5106888361045131,0.0,0.52,0.5,0.2062937062937063,0.27467811158798283,0.5433070866141733,0.5372233400402414
28.17,0.375,0.875,0,928.0,0,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.043478260869565216,0.0036231884057971015,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.08695652173913043,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,3,6,1,0,1,2,0.5680628272251309,0.0,0.5106888361045131,0.7916666666666666,0.5,0.2062937062937063,0.7554858934169278,0.5433070866141733,0.7291666666666666
27.67,1.5,2.0,0,368.0,0,0.3079710144927536,0.0036231884057971015,0.7626811594202898,0.05615942028985507,0.0036231884057971015,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.08695652173913043,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,9,6,1,0,0,2,0.5176470588235295,0.0,0.5106888361045131,0.5483870967741935,0.5,0.2062937062937063,0.7554858934169278,0.5604026845637584,0.7291666666666666
